url,label,lang
https://en.wikipedia.org/wiki/Irving_Langmuir_House,good,en
https://en.wikipedia.org/wiki/Nicole_Roth,good,en
https://en.wikipedia.org/wiki/Ashtray_Heart,good,en
https://en.wikipedia.org/wiki/Annamari_Dancs,good,en
https://en.wikipedia.org/wiki/Penjing,good,en
https://en.wikipedia.org/wiki/Odontarrhena_lesbiaca,good,en
https://en.wikipedia.org/wiki/Pedro_Antonio_de_Arag%C3%B3n,good,en
https://en.wikipedia.org/wiki/Chou_Min,good,en
https://en.wikipedia.org/wiki/Dainty_Marie,good,en
https://en.wikipedia.org/wiki/Tyvis_Powell,good,en
https://en.wikipedia.org/wiki/A_Man_Called_Tiger,good,en
https://en.wikipedia.org/wiki/Vazhikatti,good,en
https://en.wikipedia.org/wiki/Alto_Pichigua_District,good,en
https://en.wikipedia.org/wiki/%C4%8Cern%C3%A1_(%C5%BD%C4%8F%C3%A1r_nad_S%C3%A1zavou_District),good,en
https://en.wikipedia.org/wiki/Lalala_(song),good,en
https://en.wikipedia.org/wiki/Iwatayama_Monkey_Park,good,en
https://en.wikipedia.org/wiki/Delphi_Inscription,good,en
https://en.wikipedia.org/wiki/Day_trading,good,en
https://en.wikipedia.org/wiki/Ammar_Abadah_Nasser_al-Wa'eli,good,en
https://en.wikipedia.org/wiki/Stop_the_World_(The_Big_Pink_song),good,en
https://en.wikipedia.org/wiki/Colegiata_de_Nuestra_Se%C3%B1ora_de_la_Asunci%C3%B3n,good,en
https://en.wikipedia.org/wiki/Piazzale_Flaminio_railway_station,good,en
https://en.wikipedia.org/wiki/Suvorov_crossing_the_Alps,good,en
https://en.wikipedia.org/wiki/Samsung_Lions,good,en
https://en.wikipedia.org/wiki/Bhool_Bhulaiyaa_3,good,en
https://en.wikipedia.org/wiki/Baron_Blythswood,good,en
https://en.wikipedia.org/wiki/Coat_of_arms_of_Malacca,good,en
https://en.wikipedia.org/wiki/New_topographics_(photographic_genre),good,en
https://en.wikipedia.org/wiki/Eriogonum_helichrysoides,good,en
https://en.wikipedia.org/wiki/Cerithium_alucastrum,good,en
https://en.wikipedia.org/wiki/Zinc_finger_protein_121,good,en
https://en.wikipedia.org/wiki/Sab_Kichu_Bhene_Pare,good,en
https://en.wikipedia.org/wiki/Kristin_Ross,good,en
https://en.wikipedia.org/wiki/James_Madison_Bell,good,en
https://en.wikipedia.org/wiki/Charuplaya_tree_frog,good,en
https://en.wikipedia.org/wiki/Aruba_at_the_2024_World_Aquatics_Championships,good,en
https://en.wikipedia.org/wiki/2%2C2%2C4%2C4-Tetramethyl-1%2C3-cyclobutanediol,good,en
https://en.wikipedia.org/wiki/True_North_(novel),good,en
https://en.wikipedia.org/wiki/Tigliane,good,en
https://en.wikipedia.org/wiki/Let_It_Go!,good,en
https://en.wikipedia.org/wiki/Bipolaris,good,en
https://en.wikipedia.org/wiki/Hai_San_Secret_Society,good,en
https://en.wikipedia.org/wiki/Uvagut_TV,good,en
https://en.wikipedia.org/wiki/The_Bachelorette_(American_TV_series)_season_3,good,en
https://en.wikipedia.org/wiki/Pierre_Gagnaire,good,en
https://en.wikipedia.org/wiki/Shona_Bondhu,good,en
https://en.wikipedia.org/wiki/GreatAuPair,good,en
https://en.wikipedia.org/wiki/Goguryeo%E2%80%93Tang_War,good,en
https://en.wikipedia.org/wiki/Batochares,good,en
https://en.wikipedia.org/wiki/Vernon_P%C3%A9rez_Rubio,good,en
https://en.wikipedia.org/wiki/S._Krishna,good,en
https://en.wikipedia.org/wiki/Ylla,good,en
https://en.wikipedia.org/wiki/Helpmates,good,en
https://en.wikipedia.org/wiki/Saint-Pierre-de-M%C3%A9zoargues,good,en
https://en.wikipedia.org/wiki/Tess_of_the_d'Urbervilles_(1924_film),good,en
https://en.wikipedia.org/wiki/Khajeh_Nazar_Caravansarai,good,en
https://en.wikipedia.org/wiki/The_Love_Song_(Rockwell),good,en
https://en.wikipedia.org/wiki/James_P._Liautaud,good,en
https://en.wikipedia.org/wiki/William_L._Brown_(politician),good,en
https://en.wikipedia.org/wiki/Purple_Line_(song),good,en
https://en.wikipedia.org/wiki/Fanny_Brough,good,en
https://en.wikipedia.org/wiki/HMS_Jupiter_(1778),good,en
https://en.wikipedia.org/wiki/John_Kamara,good,en
https://en.wikipedia.org/wiki/Chi_L%C4%83ng_Stadium_(2016),good,en
https://en.wikipedia.org/wiki/Koj%C4%8Dice,good,en
https://en.wikipedia.org/wiki/Peter_Hanson,good,en
https://en.wikipedia.org/wiki/O'Doherty_family,good,en
https://en.wikipedia.org/wiki/Trebbiano,good,en
https://en.wikipedia.org/wiki/Hektor_Station,good,en
https://en.wikipedia.org/wiki/Bogus%C5%82aw_Szwacz,good,en
https://en.wikipedia.org/wiki/What_Passes_for_Survival,good,en
https://en.wikipedia.org/wiki/Teleporter_(album),good,en
https://en.wikipedia.org/wiki/Coppull_Mill,good,en
https://en.wikipedia.org/wiki/Civic_Crown,good,en
https://en.wikipedia.org/wiki/Finn_Lambrechts,good,en
https://en.wikipedia.org/wiki/Georgia_State_Route_371,good,en
https://en.wikipedia.org/wiki/The_Molly_Maguires_(film),good,en
https://en.wikipedia.org/wiki/Calliotropis_aeglees,good,en
https://en.wikipedia.org/wiki/Macy's_Building_(Cincinnati),good,en
https://en.wikipedia.org/wiki/Pleasant_Township%2C_Franklin_County%2C_Ohio,good,en
https://en.wikipedia.org/wiki/Nolichucky_Dam,good,en
https://en.wikipedia.org/wiki/Saint_John's_Catholic_Prep_(Maryland),good,en
https://en.wikipedia.org/wiki/Dobrovsky_District,good,en
https://en.wikipedia.org/wiki/Michael_Savory,good,en
https://en.wikipedia.org/wiki/Ligonier_Point_Historic_District,good,en
https://en.wikipedia.org/wiki/Union_Deportivo_Banda_Abou,good,en
https://en.wikipedia.org/wiki/UPF0488,good,en
https://en.wikipedia.org/wiki/Tornado_outbreak_sequence_of_June_1966,good,en
https://en.wikipedia.org/wiki/Chase_Lake,good,en
https://en.wikipedia.org/wiki/Do_You_Trust_Your_Friends%3F,good,en
https://en.wikipedia.org/wiki/Robert_Goldsand,good,en
https://en.wikipedia.org/wiki/Burneside_Paper_Mills_Tramway,good,en
https://en.wikipedia.org/wiki/Sennecey-l%C3%A8s-Dijon,good,en
https://en.wikipedia.org/wiki/Capari%C4%87,good,en
https://en.wikipedia.org/wiki/Japan_Ukiyo-e_Museum,good,en
https://en.wikipedia.org/wiki/Mahanadhi_(TV_series),good,en
https://en.wikipedia.org/wiki/The_Technicolor_Time_Machine,good,en
https://en.wikipedia.org/wiki/Guinean_mangroves,good,en
https://en.wikipedia.org/wiki/1912_Argentine_Primera_Divisi%C3%B3n_final,good,en
https://en.wikipedia.org/wiki/Sierra_Leone_at_the_2009_World_Championships_in_Athletics,good,en
https://en.wikipedia.org/wiki/Saddleworth_Moor,good,en
https://en.wikipedia.org/wiki/Salt_for_Svanetia,good,en
https://en.wikipedia.org/wiki/Marina_the_Monk,good,en
https://en.wikipedia.org/wiki/Frans_Suell,good,en
https://en.wikipedia.org/wiki/Toini_Topelius,good,en
https://en.wikipedia.org/wiki/Battle_of_Lokot,good,en
https://en.wikipedia.org/wiki/Anie_Pascale,good,en
https://en.wikipedia.org/wiki/Call_Me_(Jamelia_song),good,en
https://en.wikipedia.org/wiki/Shahrum_Kashani,good,en
https://en.wikipedia.org/wiki/The_Mall_(Bromley),good,en
https://en.wikipedia.org/wiki/Manatuto,good,en
https://en.wikipedia.org/wiki/Chrysocale_ferens,good,en
https://en.wikipedia.org/wiki/Lough_Derg%2C_County_Donegal,good,en
https://en.wikipedia.org/wiki/Rita_de_Morais_Sarmento,good,en
https://en.wikipedia.org/wiki/The_Best_of_1990%E2%80%932000,good,en
https://en.wikipedia.org/wiki/Technip_Energies,good,en
https://en.wikipedia.org/wiki/Labourdonnaisia,good,en
https://en.wikipedia.org/wiki/Tricharina,good,en
https://en.wikipedia.org/wiki/Trailed_by_Three,good,en
https://en.wikipedia.org/wiki/Summerhill_Township%2C_Cambria_County%2C_Pennsylvania,good,en
https://en.wikipedia.org/wiki/Alberd_Tersargyan,good,en
https://en.wikipedia.org/wiki/Ashok_Pati,good,en
https://en.wikipedia.org/wiki/Mukteshvara_Temple%2C_Bhubaneswar,good,en
https://en.wikipedia.org/wiki/Meg_O'Neill,good,en
https://en.wikipedia.org/wiki/Hendrika_van_Rumt,good,en
https://en.wikipedia.org/wiki/Southlands_Arts_Centre,good,en
https://en.wikipedia.org/wiki/Are_We_Not_Men%3F_We_Are_Diva!,good,en
https://en.wikipedia.org/wiki/WGIL,good,en
https://en.wikipedia.org/wiki/2013_Sugar_Bowl,good,en
https://en.wikipedia.org/wiki/Crumlin_railway_station_(Northern_Ireland),good,en
https://en.wikipedia.org/wiki/Everything_Changed...,good,en
https://en.wikipedia.org/wiki/Mario_Lambrughi,good,en
https://en.wikipedia.org/wiki/Sir_Henry_Brooke%2C_1st_Baronet,good,en
https://en.wikipedia.org/wiki/Koerich,good,en
https://en.wikipedia.org/wiki/Milan%E2%80%93Genoa_railway,good,en
https://en.wikipedia.org/wiki/2003_East_Ayrshire_Council_election,good,en
https://en.wikipedia.org/wiki/Crossing_Sewer,good,en
https://en.wikipedia.org/wiki/Lake_Kuremaa,good,en
https://en.wikipedia.org/wiki/Japanese_sloop_H%C5%8Dsh%C5%8D,good,en
https://en.wikipedia.org/wiki/Pomponia_polei,good,en
https://en.wikipedia.org/wiki/Kimberley_(album),good,en
https://en.wikipedia.org/wiki/Damavand_County,good,en
https://en.wikipedia.org/wiki/Clostera_apicalis,good,en
https://en.wikipedia.org/wiki/Susan_Enriquez,good,en
https://en.wikipedia.org/wiki/Drew_Nelson_(musician),good,en
https://en.wikipedia.org/wiki/Sumner%2C_Barron_County%2C_Wisconsin,good,en
https://en.wikipedia.org/wiki/Manyinga_District,good,en
https://en.wikipedia.org/wiki/Pino_Pagani,good,en
https://en.wikipedia.org/wiki/Bossiaea_lenticularis,good,en
https://en.wikipedia.org/wiki/Ash_(artist),good,en
https://en.wikipedia.org/wiki/Chang_Wei-chen,good,en
https://en.wikipedia.org/wiki/Formica_nepticula,good,en
https://en.wikipedia.org/wiki/Auditorio_Monte_do_Gozo,good,en
https://en.wikipedia.org/wiki/The_Flood_(1993_film),good,en
https://en.wikipedia.org/wiki/Stanis%C5%82aw_Kur,good,en
https://en.wikipedia.org/wiki/Do-Re-Mi_(band),good,en
https://en.wikipedia.org/wiki/John_Atherton_(pioneer),good,en
https://en.wikipedia.org/wiki/The_Confession_(1920_film),good,en
https://en.wikipedia.org/wiki/Catherine_Rouvel,good,en
https://en.wikipedia.org/wiki/Tom_Stout,good,en
https://en.wikipedia.org/wiki/Eva_Fe%C5%99tekov%C3%A1,good,en
https://en.wikipedia.org/wiki/Fraiburgo,good,en
https://en.wikipedia.org/wiki/Isoelectric_focusing,good,en
https://en.wikipedia.org/wiki/Terrier-Rouge,good,en
https://en.wikipedia.org/wiki/Tchaikovsky's_Wife,good,en
https://en.wikipedia.org/wiki/Janez_Drozg,good,en
https://en.wikipedia.org/wiki/HMS_R3,good,en
https://en.wikipedia.org/wiki/Vaucluse%2C_New_South_Wales,good,en
https://en.wikipedia.org/wiki/Caitlin_Dransfield,good,en
https://en.wikipedia.org/wiki/The_Three_Princes_of_Serendip,good,en
https://en.wikipedia.org/wiki/Crash_Course_(TV_series),good,en
https://en.wikipedia.org/wiki/Bad_Herrenalb,good,en
https://en.wikipedia.org/wiki/Fusako_Kitashirakawa,good,en
https://en.wikipedia.org/wiki/Sainik_School%2C_Korukonda,good,en
https://en.wikipedia.org/wiki/Bromford_Viaduct,good,en
https://en.wikipedia.org/wiki/Live_at_Austin_City_Limits,good,en
https://en.wikipedia.org/wiki/L%C3%A9on_Frissen,good,en
https://en.wikipedia.org/wiki/Peter_Beale,good,en
https://en.wikipedia.org/wiki/Jules_Goux,good,en
https://en.wikipedia.org/wiki/Hounslow_Heath_Golf_Centre,good,en
https://en.wikipedia.org/wiki/Germanic_languages,good,en
https://en.wikipedia.org/wiki/European_route_E004,good,en
https://en.wikipedia.org/wiki/Campenhausen,good,en
https://en.wikipedia.org/wiki/South_Chase%2C_Wisconsin,good,en
https://en.wikipedia.org/wiki/Back_to_the_Moon,good,en
https://en.wikipedia.org/wiki/Vesseaux,good,en
https://en.wikipedia.org/wiki/Pierre_Baguette_Cycling,good,en
https://en.wikipedia.org/wiki/Shiv_Ganga_Degree_College,good,en
https://en.wikipedia.org/wiki/St_Thomas_Indian_Orthodox_Church%2C_Liverpool,good,en
https://en.wikipedia.org/wiki/Gadmen,good,en
https://en.wikipedia.org/wiki/Po%C8%99aga,good,en
https://en.wikipedia.org/wiki/Tonikaku_Akarui_Yasumura,good,en
https://en.wikipedia.org/wiki/Eric_Beaudoin,good,en
https://en.wikipedia.org/wiki/Caldecote%2C_Hertfordshire,good,en
https://en.wikipedia.org/wiki/Friedlander%E2%80%93Iwaniec_theorem,good,en
https://en.wikipedia.org/wiki/The_Sir_John_Colfox_Academy,good,en
https://en.wikipedia.org/wiki/Musan_station,good,en
https://en.wikipedia.org/wiki/Mondo_Hollywood,good,en
https://en.wikipedia.org/wiki/Pit_Leyder,good,en
https://en.wikipedia.org/wiki/Caroline_Ladd_Pratt_House,good,en
https://en.wikipedia.org/wiki/Nahshon_Dion,good,en
https://en.wikipedia.org/wiki/Hama_Ekani_Kalaayahtakai,good,en
https://en.wikipedia.org/wiki/Acleris_yasutoshii,good,en
https://en.wikipedia.org/wiki/Luke_Murray,good,en
https://en.wikipedia.org/wiki/Talla_Water,good,en
https://en.wikipedia.org/wiki/Derwin_Martina,good,en
https://en.wikipedia.org/wiki/Arzoxifene,good,en
https://en.wikipedia.org/wiki/Himation,good,en
https://en.wikipedia.org/wiki/Simud_Valles,good,en
https://en.wikipedia.org/wiki/Istaria%3A_Chronicles_of_the_Gifted,good,en
https://en.wikipedia.org/wiki/New_Salisbury%2C_Indiana,good,en
https://en.wikipedia.org/wiki/Oxel%C3%B6sund,good,en
https://en.wikipedia.org/wiki/Lithium_diphenylphosphide,good,en
https://en.wikipedia.org/wiki/Jogging,good,en
https://en.wikipedia.org/wiki/Future_Strategic_Tanker_Aircraft,good,en
https://en.wikipedia.org/wiki/Martin_Rowson,good,en
https://en.wikipedia.org/wiki/Taifa_of_Silves,good,en
https://en.wikipedia.org/wiki/Patricia_Fara,good,en
https://en.wikipedia.org/wiki/Rosen%2C_Minnesota,good,en
https://en.wikipedia.org/wiki/Daron_Nefcy,good,en
https://en.wikipedia.org/wiki/Sadowsky,good,en
https://en.wikipedia.org/wiki/Chaochih_Liu,good,en
https://en.wikipedia.org/wiki/Q-type_Queens_car_(New_York_City_Subway_car),good,en
https://en.wikipedia.org/wiki/Gerardo_Taracena,good,en
https://en.wikipedia.org/wiki/New_York_State_Education_Building,good,en
https://en.wikipedia.org/wiki/Eliss,good,en
https://en.wikipedia.org/wiki/Joseph_Frank_McGregory,good,en
https://en.wikipedia.org/wiki/Shelley_McNamara,good,en
https://en.wikipedia.org/wiki/Tatiana_Ratcu,good,en
https://en.wikipedia.org/wiki/Dexter_Asylum,good,en
https://en.wikipedia.org/wiki/Cornerstone_(Styx_album),good,en
https://en.wikipedia.org/wiki/Living_Water_International,good,en
https://en.wikipedia.org/wiki/Schaereria_fuscocinerea,good,en
https://en.wikipedia.org/wiki/Mission%3A_Impossible_vs._the_Mob,good,en
https://en.wikipedia.org/wiki/Hematocele,good,en
https://en.wikipedia.org/wiki/Se%C3%B1orita_Panam%C3%A1_2004,good,en
https://en.wikipedia.org/wiki/Woolmanhill_Hospital,good,en
https://en.wikipedia.org/wiki/The_Opposite_Sex_(2014_film),good,en
https://en.wikipedia.org/wiki/Charles_Berth%C3%A9zenne,good,en
https://en.wikipedia.org/wiki/Inertial_measurement_unit,good,en
https://en.wikipedia.org/wiki/Confessions_of_a_Sorority_Girl,good,en
https://en.wikipedia.org/wiki/Gange,good,en
https://en.wikipedia.org/wiki/Nicola_Sinnott,good,en
https://en.wikipedia.org/wiki/Tlidjene,good,en
https://en.wikipedia.org/wiki/Harold_H._Velde,good,en
https://en.wikipedia.org/wiki/Kyrkjeb%C3%B8_(village),good,en
https://en.wikipedia.org/wiki/Umbrella_octopus,good,en
https://en.wikipedia.org/wiki/Daereungwon,good,en
https://en.wikipedia.org/wiki/Fun_in_a_Bakery_Shop,good,en
https://en.wikipedia.org/wiki/Magnus_Erlendsson%2C_Earl_of_Orkney,good,en
https://en.wikipedia.org/wiki/Leonel_Brizola,good,en
https://en.wikipedia.org/wiki/1954_Australian_federal_election,good,en
https://en.wikipedia.org/wiki/Pterygotidae,good,en
https://en.wikipedia.org/wiki/Battle_of_Tellicherry,good,en
https://en.wikipedia.org/wiki/Scene_No._7,good,en
https://en.wikipedia.org/wiki/Burn_(Jessica_Mauboy_song),good,en
https://en.wikipedia.org/wiki/Charles_Blakeney_(Australian_politician),good,en
https://en.wikipedia.org/wiki/Clash_(2016_film),good,en
https://en.wikipedia.org/wiki/Darly_de_Paula,good,en
https://en.wikipedia.org/wiki/Bear_Sylvester,good,en
https://en.wikipedia.org/wiki/Raivis_Z%C4%ABmelis,good,en
https://ko.wikipedia.org/wiki/93_%EB%AF%B8%EB%84%A4%EB%A5%B4%EB%B0%94,good,ko
https://ko.wikipedia.org/wiki/%EB%B9%85%ED%84%B0_%EC%99%84%EC%95%BC%EB%A7%88,good,ko
https://ko.wikipedia.org/wiki/%EB%9E%8C%ED%8B%B4%EC%97%AD,good,ko
https://ko.wikipedia.org/wiki/%EC%8B%9C%EB%9D%BC_%ED%95%98%EC%8A%A4,good,ko
https://ko.wikipedia.org/wiki/%ED%8F%B4%EB%93%9C%EC%9E%87,good,ko
https://ko.wikipedia.org/wiki/%EA%BC%B0%EB%B0%94%EC%9B%85_%EC%99%95%EC%A1%B0,good,ko
https://ko.wikipedia.org/wiki/%EB%84%A4%EA%B7%B8%EB%A6%AC%ED%86%A0,good,ko
https://ko.wikipedia.org/wiki/%EC%9D%B4%ED%99%94%EC%9E%A5,good,ko
https://ko.wikipedia.org/wiki/%EB%AF%B8%EA%B7%B8,good,ko
https://ko.wikipedia.org/wiki/%EC%84%B8%EB%A5%B4%EC%A1%B0_%EB%A7%88%EB%A5%B4%ED%82%A4%EC%98%A8%EB%84%A4,good,ko
https://ko.wikipedia.org/wiki/%ED%94%84%EB%9E%80%EC%B8%A0_%ED%8F%B0_%ED%8C%8C%ED%8E%9C,good,ko
https://ko.wikipedia.org/wiki/%EB%8B%AC%EB%84%A4%EB%A0%88%EC%B2%B8%EC%8A%A4%ED%81%AC,good,ko
https://ko.wikipedia.org/wiki/%EB%A0%88%EC%9D%B4%EB%94%94_%EB%B9%99_%EB%A9%94%EB%AA%A8%EB%A6%AC%EC%96%BC_%ED%8A%B8%EB%A1%9C%ED%94%BC,good,ko
https://ko.wikipedia.org/wiki/%EB%8C%80%EB%A7%8C_%EA%B3%A0%EC%86%8D%EC%B2%A0%EB%8F%84,good,ko
https://ko.wikipedia.org/wiki/%EB%AA%A8%EA%B5%AC_%ED%98%95%EC%A7%88%EC%84%B8%ED%8F%AC%EC%96%91_%EC%88%98%EC%A7%80%EC%83%81%EC%84%B8%ED%8F%AC_%EC%A2%85%EC%96%91,good,ko
https://ko.wikipedia.org/wiki/%EC%B5%9C%EA%B8%B0%EC%84%A0,good,ko
https://ko.wikipedia.org/wiki/%EC%88%98%EB%9E%8F%ED%83%80%EB%8B%88_%EA%B5%AD%EC%A0%9C%EA%B3%B5%ED%95%AD,good,ko
https://ko.wikipedia.org/wiki/London_Calling,good,ko
https://ko.wikipedia.org/wiki/%EC%84%B8%EA%B0%80%EC%8B%9C%ED%88%AC%EA%B5%AC%EA%B2%8C,good,ko
https://ko.wikipedia.org/wiki/%EC%8A%A4%EC%BF%A0%EC%98%AC-%ED%83%80%EB%9D%BC%EC%8A%A4%ED%94%84%EC%97%AD,good,ko
https://ko.wikipedia.org/wiki/%EC%82%B0%EB%B3%B8%EC%B2%9C%EB%A1%9C,good,ko
https://ko.wikipedia.org/wiki/%EB%A7%88%EB%A5%B4%ED%81%AC_%EC%B9%B4%EC%82%AC%EB%8F%84,good,ko
https://ko.wikipedia.org/wiki/%EC%B9%99_%ED%97%A4%EC%9D%B4%ED%94%BC,good,ko
https://ko.wikipedia.org/wiki/%EC%BA%84%EB%8D%B4_%ED%86%A0%EC%9D%B4,good,ko
https://ko.wikipedia.org/wiki/%EB%8B%88%EC%9E%90%ED%86%A0%EC%97%AD,good,ko
https://ko.wikipedia.org/wiki/%ED%94%84%EB%A0%88%EB%93%9C%EB%A6%AD_%ED%8E%98%EB%B9%84_%EB%B8%8C%EB%A3%A8%EC%8A%A4,good,ko
https://ko.wikipedia.org/wiki/%EC%95%88%EB%93%9C%EB%A6%AC%EC%95%88,good,ko
https://ko.wikipedia.org/wiki/%EC%9D%B4%EB%A7%8C_%EC%95%95%EB%91%98%EB%A7%88%EC%A7%80%EB%93%9C,good,ko
https://ko.wikipedia.org/wiki/%EC%98%A4%EC%B9%B4%EC%99%80%EC%B4%8C,good,ko
https://ko.wikipedia.org/wiki/%EC%95%85%EB%A7%88,good,ko
https://ko.wikipedia.org/wiki/%EC%9B%90%EC%A3%BC%EC%9C%A8,good,ko
https://ko.wikipedia.org/wiki/%EC%82%B0%EC%84%B8%EC%BD%98%EB%8F%84%EB%94%94%ED%94%BC%EB%84%A4%EB%A1%A4%EB%A1%9C,good,ko
https://ko.wikipedia.org/wiki/%EC%95%88%ED%86%A4_%EB%B2%A0%EB%B2%A0%EB%A5%B8,good,ko
https://ko.wikipedia.org/wiki/ATV_(%ED%8A%80%EB%A5%B4%ED%82%A4%EC%98%88%EC%9D%98_%ED%85%94%EB%A0%88%EB%B9%84%EC%A0%84_%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC),good,ko
https://ko.wikipedia.org/wiki/%ED%94%84%EB%9E%80%EC%B8%A0_%EC%9A%94%EC%A0%9C%ED%94%84_%EC%8A%88%ED%8A%B8%EB%9D%BC%EC%9A%B0%EC%8A%A4,good,ko
https://ko.wikipedia.org/wiki/Stephen_Stills_2,good,ko
https://ko.wikipedia.org/wiki/%EB%8F%84%EB%AF%B8%EC%97%90%EC%A0%95,good,ko
https://ko.wikipedia.org/wiki/%EC%97%90%EB%93%9C%EC%9B%8C%EB%93%9C_%EC%97%A5%EA%B2%94%EB%A7%8C_%EC%A3%BC%EB%8B%88%EC%96%B4,good,ko
https://ko.wikipedia.org/wiki/%EB%A7%90%EB%AB%BC_%EC%95%84%EB%A0%88%EB%82%98,good,ko
https://ko.wikipedia.org/wiki/%ED%98%B8%EA%B7%B8%EC%99%80%ED%8A%B8_%EB%A0%88%EA%B1%B0%EC%8B%9C,good,ko
https://ko.wikipedia.org/wiki/%EC%95%88%EB%93%9C%EB%A0%88%EC%9D%B4_%ED%83%80%EB%A5%B4%EC%BD%A5%EC%8A%A4%ED%82%A4,good,ko
https://ko.wikipedia.org/wiki/%EA%B5%90%ED%99%A9_%EA%B0%88%EB%A6%AC%EC%8A%A4%ED%86%A0_3%EC%84%B8,good,ko
https://ko.wikipedia.org/wiki/Lonesome_Crow,good,ko
https://ko.wikipedia.org/wiki/%EB%A7%88%ED%8B%B4_%ED%81%AC%EB%9F%AC%EC%8A%A4%EC%BB%AC,good,ko
https://ko.wikipedia.org/wiki/%EC%95%84%EB%AF%B8%EB%85%B8%EC%95%84%EC%8B%A4%EA%B8%B0%EC%A0%84%EC%9D%B4%ED%9A%A8%EC%86%8C,good,ko
https://ko.wikipedia.org/wiki/%EC%9C%A1%EC%A0%84_(%EC%9D%8C%EC%8B%9D),good,ko
https://ko.wikipedia.org/wiki/1945%EB%85%84_%EB%AF%B8%EC%88%A0,good,ko
https://ko.wikipedia.org/wiki/%EB%8D%94_%EB%82%B4%EC%85%94%EB%84%90_(%EB%B0%B4%EB%93%9C),good,ko
https://ko.wikipedia.org/wiki/%EA%B9%80%EC%86%8C%ED%98%84_(1999%EB%85%84),good,ko
https://ko.wikipedia.org/wiki/%ED%81%AC%EB%A1%9C%EC%BF%A0%EC%8A%A4_%EC%8B%9C%ED%8B%B0%ED%99%80_%ED%85%8C%EB%9F%AC,good,ko
https://ko.wikipedia.org/wiki/%EB%8B%A4%EC%99%80%EA%B5%AC,good,ko
https://ko.wikipedia.org/wiki/%ED%94%8C%EB%9E%98%EB%8B%9B_%ED%85%8C%EB%9F%AC,good,ko
https://ko.wikipedia.org/wiki/%EB%8D%B0%EC%9D%B4%EB%B9%84%EB%93%9C_%EC%96%B4%EB%B9%99,good,ko
https://ko.wikipedia.org/wiki/%EC%B9%B4%EB%B0%94%EB%8D%B0%ED%8B%B0%EB%A0%88%EB%8B%88,good,ko
https://ko.wikipedia.org/wiki/%EB%8F%85%EB%A6%BD%EB%AC%B8,good,ko
https://ko.wikipedia.org/wiki/%EC%84%B1_%EC%9A%94%ED%95%9C_%EC%A0%84%EC%95%BC%EC%A0%9C,good,ko
https://ko.wikipedia.org/wiki/%EB%B4%89%EC%84%A0%ED%99%94,good,ko
